Entity,Code,Year,Annual CO2 emissions (per capita)
Montserrat,MSR,2000,5.2077
Montserrat,MSR,2001,5.6643
Montserrat,MSR,2002,10.7497
Montserrat,MSR,2003,8.0829
Montserrat,MSR,2004,10.128
Montserrat,MSR,2005,8.3238
Montserrat,MSR,2006,8.2421
Montserrat,MSR,2007,8.1985
Montserrat,MSR,2008,9.7089
Montserrat,MSR,2009,8.9896
Montserrat,MSR,2010,12.7248
Montserrat,MSR,2011,8.2035
Montserrat,MSR,2012,8.9185
Montserrat,MSR,2013,10.4006
Montserrat,MSR,2014,9.6187
Montserrat,MSR,2015,11.8051
Montserrat,MSR,2016,5.8883
Montserrat,MSR,2017,5.8753
Montserrat,MSR,2018,5.8706
Montserrat,MSR,2019,5.7323
Montserrat,MSR,2020,5.0646
Morocco,MAR,1928,0.0046
Morocco,MAR,1929,0.0051
Morocco,MAR,1930,0.0062
Morocco,MAR,1931,0.0138
Morocco,MAR,1932,0.0223
Morocco,MAR,1933,0.0257
Morocco,MAR,1934,0.0274
Morocco,MAR,1935,0.0332
Morocco,MAR,1936,0.0296
Morocco,MAR,1937,0.0506
Morocco,MAR,1938,0.0626
Morocco,MAR,1939,0.0422
Morocco,MAR,1940,0.0516
Morocco,MAR,1941,0.0498
Morocco,MAR,1942,0.0416
Morocco,MAR,1943,0.0441
Morocco,MAR,1944,0.0516
Morocco,MAR,1945,0.0632
Morocco,MAR,1946,0.0814
Morocco,MAR,1947,0.0974
Morocco,MAR,1948,0.1086
Morocco,MAR,1949,0.1234
Morocco,MAR,1950,0.2849
Morocco,MAR,1951,0.3166
Morocco,MAR,1952,0.3739
Morocco,MAR,1953,0.424
Morocco,MAR,1954,0.3527
Morocco,MAR,1955,0.3385
Morocco,MAR,1956,0.3242
Morocco,MAR,1957,0.2724
Morocco,MAR,1958,0.2821
Morocco,MAR,1959,0.2819
Morocco,MAR,1960,0.2949
Morocco,MAR,1961,0.2967
Morocco,MAR,1962,0.2348
Morocco,MAR,1963,0.2934
Morocco,MAR,1964,0.3186
Morocco,MAR,1965,0.299
Morocco,MAR,1966,0.3741
Morocco,MAR,1967,0.3617
Morocco,MAR,1968,0.3672
Morocco,MAR,1969,0.3716
Morocco,MAR,1970,0.455
Morocco,MAR,1971,0.5007
Morocco,MAR,1972,0.4808
Morocco,MAR,1973,0.5638
Morocco,MAR,1974,0.6374
Morocco,MAR,1975,0.6218
Morocco,MAR,1976,0.6313
Morocco,MAR,1977,0.678
Morocco,MAR,1978,0.6816
Morocco,MAR,1979,0.8121
Morocco,MAR,1980,0.7913
Morocco,MAR,1981,0.7675
Morocco,MAR,1982,0.8056
Morocco,MAR,1983,0.82
Morocco,MAR,1984,0.802
Morocco,MAR,1985,0.7859
Morocco,MAR,1986,0.813
Morocco,MAR,1987,0.8489
Morocco,MAR,1988,0.8756
Morocco,MAR,1989,0.9304
Morocco,MAR,1990,0.8988
Morocco,MAR,1991,0.9378
Morocco,MAR,1992,0.9621
Morocco,MAR,1993,1.0238
Morocco,MAR,1994,1.0579
Morocco,MAR,1995,1.0651
Morocco,MAR,1996,1.0782
Morocco,MAR,1997,1.0801
Morocco,MAR,1998,1.0986
Morocco,MAR,1999,1.1241
Morocco,MAR,2000,1.153
Morocco,MAR,2001,1.2637
Morocco,MAR,2002,1.2666
Morocco,MAR,2003,1.2279
Morocco,MAR,2004,1.4021
Morocco,MAR,2005,1.4664
Morocco,MAR,2006,1.5014
Morocco,MAR,2007,1.5695
Morocco,MAR,2008,1.6289
Morocco,MAR,2009,1.5929
Morocco,MAR,2010,1.6809
Morocco,MAR,2011,1.6737
Morocco,MAR,2012,1.7133
Morocco,MAR,2013,1.6789
Morocco,MAR,2014,1.6722
Morocco,MAR,2015,1.689
Morocco,MAR,2016,1.6642
Morocco,MAR,2017,1.7321
Morocco,MAR,2018,1.729
Morocco,MAR,2019,1.8704
Morocco,MAR,2020,1.7484
Mozambique,MOZ,1927,0.0106
Mozambique,MOZ,1928,0.0052
Mozambique,MOZ,1929,0.0026
Mozambique,MOZ,1930,0.0025
Mozambique,MOZ,1931,0.0025
Mozambique,MOZ,1932,0.0139
Mozambique,MOZ,1933,0.0113
Mozambique,MOZ,1934,0.0144
Mozambique,MOZ,1935,0.0102
Mozambique,MOZ,1936,0.0109
Mozambique,MOZ,1937,0.0122
Mozambique,MOZ,1938,0.0083
Mozambique,MOZ,1939,0.0134
Mozambique,MOZ,1940,0.0132
Mozambique,MOZ,1941,0.0115
Mozambique,MOZ,1942,0.0057
Mozambique,MOZ,1943,0.0097
Mozambique,MOZ,1944,0.0102
Mozambique,MOZ,1945,0.0087
Mozambique,MOZ,1946,0.0099
Mozambique,MOZ,1947,0.0104
Mozambique,MOZ,1948,0.0076
Mozambique,MOZ,1949,0.01
Mozambique,MOZ,1950,0.1512
Mozambique,MOZ,1951,0.1535
Mozambique,MOZ,1952,0.1741
Mozambique,MOZ,1953,0.1722
Mozambique,MOZ,1954,0.1788
Mozambique,MOZ,1955,0.211
Mozambique,MOZ,1956,0.2342
Mozambique,MOZ,1957,0.2617
Mozambique,MOZ,1958,0.2635
Mozambique,MOZ,1959,0.2551
Mozambique,MOZ,1960,0.262
Mozambique,MOZ,1961,0.3582
Mozambique,MOZ,1962,0.2644
Mozambique,MOZ,1963,0.216
Mozambique,MOZ,1964,0.2722
Mozambique,MOZ,1965,0.2492
Mozambique,MOZ,1966,0.2582
Mozambique,MOZ,1967,0.2223
Mozambique,MOZ,1968,0.3223
Mozambique,MOZ,1969,0.3673
Mozambique,MOZ,1970,0.3304
Mozambique,MOZ,1971,0.3911
Mozambique,MOZ,1972,0.3489
Mozambique,MOZ,1973,0.3681
Mozambique,MOZ,1974,0.3175
Mozambique,MOZ,1975,0.2836
Mozambique,MOZ,1976,0.2447
Mozambique,MOZ,1977,0.252
Mozambique,MOZ,1978,0.2596
Mozambique,MOZ,1979,0.2323
Mozambique,MOZ,1980,0.275
Mozambique,MOZ,1981,0.2081
Mozambique,MOZ,1982,0.2071
Mozambique,MOZ,1983,0.1571
Mozambique,MOZ,1984,0.1196
Mozambique,MOZ,1985,0.0889
Mozambique,MOZ,1986,0.0763
Mozambique,MOZ,1987,0.0764
Mozambique,MOZ,1988,0.0789
Mozambique,MOZ,1989,0.0808
Mozambique,MOZ,1990,0.0761
Mozambique,MOZ,1991,0.0712
Mozambique,MOZ,1992,0.0752
Mozambique,MOZ,1993,0.0829
Mozambique,MOZ,1994,0.0722
Mozambique,MOZ,1995,0.0716
Mozambique,MOZ,1996,0.0684
Mozambique,MOZ,1997,0.0714
Mozambique,MOZ,1998,0.0661
Mozambique,MOZ,1999,0.0678
Mozambique,MOZ,2000,0.0746
Mozambique,MOZ,2001,0.0853
Mozambique,MOZ,2002,0.0819
Mozambique,MOZ,2003,0.096
Mozambique,MOZ,2004,0.0936
Mozambique,MOZ,2005,0.0864
Mozambique,MOZ,2006,0.0909
Mozambique,MOZ,2007,0.101
Mozambique,MOZ,2008,0.0979
Mozambique,MOZ,2009,0.1065
Mozambique,MOZ,2010,0.112
Mozambique,MOZ,2011,0.1284
Mozambique,MOZ,2012,0.1199
Mozambique,MOZ,2013,0.1399
Mozambique,MOZ,2014,0.3005
Mozambique,MOZ,2015,0.2331
Mozambique,MOZ,2016,0.293
Mozambique,MOZ,2017,0.2905
Mozambique,MOZ,2018,0.2336
Mozambique,MOZ,2019,0.24
Mozambique,MOZ,2020,0.2102
Myanmar,MMR,1928,0.2435
Myanmar,MMR,1929,0.2324
Myanmar,MMR,1930,0.2325
Myanmar,MMR,1931,0.2185
Myanmar,MMR,1932,0.219
Myanmar,MMR,1933,0.2174
Myanmar,MMR,1934,0.2192
Myanmar,MMR,1935,0.2137
Myanmar,MMR,1936,0.2168
Myanmar,MMR,1937,0.2212
Myanmar,MMR,1938,0.2095
Myanmar,MMR,1939,0.2162
Myanmar,MMR,1940,0.2092
Myanmar,MMR,1941,0.2068
Myanmar,MMR,1942,0.0656
Myanmar,MMR,1943,0.0258
Myanmar,MMR,1944,0.0191
Myanmar,MMR,1945,0.0181
Myanmar,MMR,1946,0.0004
Myanmar,MMR,1947,0.0015
Myanmar,MMR,1948,0.0089
Myanmar,MMR,1949,0.0059
Myanmar,MMR,1950,0.0451
Myanmar,MMR,1951,0.0506
Myanmar,MMR,1952,0.0614
Myanmar,MMR,1953,0.0694
Myanmar,MMR,1954,0.0763
Myanmar,MMR,1955,0.0727
Myanmar,MMR,1956,0.083
Myanmar,MMR,1957,0.103
Myanmar,MMR,1958,0.1158
Myanmar,MMR,1959,0.1306
Myanmar,MMR,1960,0.1249
Myanmar,MMR,1961,0.1166
Myanmar,MMR,1962,0.1269
Myanmar,MMR,1963,0.1135
Myanmar,MMR,1964,0.1205
Myanmar,MMR,1965,0.1123
Myanmar,MMR,1966,0.113
Myanmar,MMR,1967,0.1423
Myanmar,MMR,1968,0.1125
Myanmar,MMR,1969,0.1206
Myanmar,MMR,1970,0.1691
Myanmar,MMR,1971,0.1827
Myanmar,MMR,1972,0.1713
Myanmar,MMR,1973,0.1405
Myanmar,MMR,1974,0.1561
Myanmar,MMR,1975,0.1497
Myanmar,MMR,1976,0.1562
Myanmar,MMR,1977,0.1613
Myanmar,MMR,1978,0.1571
Myanmar,MMR,1979,0.1519
Myanmar,MMR,1980,0.161
Myanmar,MMR,1981,0.1608
Myanmar,MMR,1982,0.1561
Myanmar,MMR,1983,0.1577
Myanmar,MMR,1984,0.1758
Myanmar,MMR,1985,0.1758
Myanmar,MMR,1986,0.1746
Myanmar,MMR,1987,0.1255
Myanmar,MMR,1988,0.1019
Myanmar,MMR,1989,0.1086
Myanmar,MMR,1990,0.1025
Myanmar,MMR,1991,0.0988
Myanmar,MMR,1992,0.1142
Myanmar,MMR,1993,0.1236
Myanmar,MMR,1994,0.1428
Myanmar,MMR,1995,0.1573
Myanmar,MMR,1996,0.162
Myanmar,MMR,1997,0.1653
Myanmar,MMR,1998,0.1762
Myanmar,MMR,1999,0.1934
Myanmar,MMR,2000,0.215
Myanmar,MMR,2001,0.1838
Myanmar,MMR,2002,0.1919
Myanmar,MMR,2003,0.2031
Myanmar,MMR,2004,0.2547
Myanmar,MMR,2005,0.2355
Myanmar,MMR,2006,0.2592
Myanmar,MMR,2007,0.2578
Myanmar,MMR,2008,0.1947
Myanmar,MMR,2009,0.2021
Myanmar,MMR,2010,0.2585
Myanmar,MMR,2011,0.2955
Myanmar,MMR,2012,0.2313
Myanmar,MMR,2013,0.2495
Myanmar,MMR,2014,0.3093
Myanmar,MMR,2015,0.4197
Myanmar,MMR,2016,0.4795
Myanmar,MMR,2017,0.464
Myanmar,MMR,2018,0.6085
Myanmar,MMR,2019,0.667
Myanmar,MMR,2020,0.6676
Namibia,NAM,1991,0.7147
Namibia,NAM,1992,0.7584
Namibia,NAM,1993,0.893
Namibia,NAM,1994,0.9875
Namibia,NAM,1995,0.9949
Namibia,NAM,1996,1.0353
Namibia,NAM,1997,1.0422
Namibia,NAM,1998,1.0495
Namibia,NAM,1999,0.9431
Namibia,NAM,2000,0.8943
Namibia,NAM,2001,1.103
Namibia,NAM,2002,0.9657
Namibia,NAM,2003,1.0022
Namibia,NAM,2004,1.0333
Namibia,NAM,2005,1.1928
Namibia,NAM,2006,1.1858
Namibia,NAM,2007,1.176
Namibia,NAM,2008,1.6317
Namibia,NAM,2009,1.4684
Namibia,NAM,2010,1.456
Namibia,NAM,2011,1.29
Namibia,NAM,2012,1.5287
Namibia,NAM,2013,1.1496
Namibia,NAM,2014,1.6178
Namibia,NAM,2015,1.6637
Namibia,NAM,2016,1.718
Namibia,NAM,2017,1.7548
Namibia,NAM,2018,1.6652
Namibia,NAM,2019,1.6364
Namibia,NAM,2020,1.5259
Nauru,NRU,1964,5.2436
Nauru,NRU,1965,5.6283
Nauru,NRU,1966,5.4371
Nauru,NRU,1967,7.6566
Nauru,NRU,1968,7.5094
Nauru,NRU,1969,10.233
Nauru,NRU,1970,10.0644
Nauru,NRU,1971,13.1858
Nauru,NRU,1972,11.3186
Nauru,NRU,1973,12.1622
Nauru,NRU,1974,14.0085
Nauru,NRU,1975,14.2926
Nauru,NRU,1976,14.0846
Nauru,NRU,1977,15.3575
Nauru,NRU,1978,15.1344
Nauru,NRU,1979,14.8943
Nauru,NRU,1980,16.0722
Nauru,NRU,1981,15.8272
Nauru,NRU,1982,15.5409
Nauru,NRU,1983,15.2611
Nauru,NRU,1984,14.9533
Nauru,NRU,1985,14.6543
Nauru,NRU,1986,18.5754
Nauru,NRU,1987,17.7664
Nauru,NRU,1988,17.3937
Nauru,NRU,1989,16.9867
Nauru,NRU,1990,13.105
Nauru,NRU,1991,12.7561
Nauru,NRU,1992,12.055
Nauru,NRU,1993,11.0415
Nauru,NRU,1994,10.4726
Nauru,NRU,1995,9.9996
Nauru,NRU,1996,9.6087
Nauru,NRU,1997,9.6394
Nauru,NRU,1998,9.362
Nauru,NRU,1999,8.7664
Nauru,NRU,2000,8.154
Nauru,NRU,2001,7.8881
Nauru,NRU,2002,7.6167
Nauru,NRU,2003,6.6018
Nauru,NRU,2004,6.6578
Nauru,NRU,2005,6.3249
Nauru,NRU,2006,4.4742
Nauru,NRU,2007,4.4656
Nauru,NRU,2008,4.4502
Nauru,NRU,2009,4.0527
Nauru,NRU,2010,4.3928
Nauru,NRU,2011,4.0028
Nauru,NRU,2012,4.3378
Nauru,NRU,2013,4.6661
Nauru,NRU,2014,4.9855
Nauru,NRU,2015,5.2979
Nauru,NRU,2016,4.8975
Nauru,NRU,2017,5.1962
Nauru,NRU,2018,5.147
Nauru,NRU,2019,5.263
Nauru,NRU,2020,5.2364
Nepal,NPL,1950,0.003
Nepal,NPL,1951,0.0034
Nepal,NPL,1952,0.0033
Nepal,NPL,1953,0.0041
Nepal,NPL,1954,0.0044
Nepal,NPL,1955,0.0047
Nepal,NPL,1956,0.005
Nepal,NPL,1957,0.0057
Nepal,NPL,1958,0.006
Nepal,NPL,1959,0.0066
Nepal,NPL,1960,0.008
Nepal,NPL,1961,0.0079
Nepal,NPL,1962,0.0084
Nepal,NPL,1963,0.0093
Nepal,NPL,1964,0.0139
Nepal,NPL,1965,0.0164
Nepal,NPL,1966,0.0171
Nepal,NPL,1967,0.0187
Nepal,NPL,1968,0.0218
Nepal,NPL,1969,0.0337
Nepal,NPL,1970,0.0188
Nepal,NPL,1971,0.0161
Nepal,NPL,1972,0.0213
Nepal,NPL,1973,0.0328
Nepal,NPL,1974,0.0324
Nepal,NPL,1975,0.0262
Nepal,NPL,1976,0.0205
Nepal,NPL,1977,0.024
Nepal,NPL,1978,0.0229
Nepal,NPL,1979,0.0349
Nepal,NPL,1980,0.036
Nepal,NPL,1981,0.0295
Nepal,NPL,1982,0.0281
Nepal,NPL,1983,0.0306
Nepal,NPL,1984,0.0426
Nepal,NPL,1985,0.0401
Nepal,NPL,1986,0.0404
Nepal,NPL,1987,0.0488
Nepal,NPL,1988,0.0542
Nepal,NPL,1989,0.0484
Nepal,NPL,1990,0.0382
Nepal,NPL,1991,0.0529
Nepal,NPL,1992,0.0618
Nepal,NPL,1993,0.0682
Nepal,NPL,1994,0.077
Nepal,NPL,1995,0.107
Nepal,NPL,1996,0.1065
Nepal,NPL,1997,0.1169
Nepal,NPL,1998,0.0964
Nepal,NPL,1999,0.1357
Nepal,NPL,2000,0.1269
Nepal,NPL,2001,0.1329
Nepal,NPL,2002,0.105
Nepal,NPL,2003,0.1121
Nepal,NPL,2004,0.1016
Nepal,NPL,2005,0.116
Nepal,NPL,2006,0.0942
Nepal,NPL,2007,0.0974
Nepal,NPL,2008,0.1257
Nepal,NPL,2009,0.1536
Nepal,NPL,2010,0.1786
Nepal,NPL,2011,0.1931
Nepal,NPL,2012,0.2027
Nepal,NPL,2013,0.231
Nepal,NPL,2014,0.2821
Nepal,NPL,2015,0.2523
Nepal,NPL,2016,0.358
Nepal,NPL,2017,0.4215
Nepal,NPL,2018,0.4873
Nepal,NPL,2019,0.5931
Nepal,NPL,2020,0.582
Netherlands,NLD,1846,0.9526
Netherlands,NLD,1847,1.2757
Netherlands,NLD,1848,1.1947
Netherlands,NLD,1849,1.0827
Netherlands,NLD,1850,1.0125
Netherlands,NLD,1851,0.9997
Netherlands,NLD,1852,1.1983
Netherlands,NLD,1853,1.3188
Netherlands,NLD,1854,1.8683
Netherlands,NLD,1855,1.4509
Netherlands,NLD,1856,1.4639
Netherlands,NLD,1857,1.2984
Netherlands,NLD,1858,1.1339
Netherlands,NLD,1859,1.0703
Netherlands,NLD,1860,1.4456
Netherlands,NLD,1861,1.3172
Netherlands,NLD,1862,1.6828
Netherlands,NLD,1863,1.2021
Netherlands,NLD,1864,0.9932
Netherlands,NLD,1865,1.1133
Netherlands,NLD,1866,1.2103
Netherlands,NLD,1867,1.1502
Netherlands,NLD,1868,1.1965
Netherlands,NLD,1869,1.2227
Netherlands,NLD,1870,1.3696
Netherlands,NLD,1871,1.3659
Netherlands,NLD,1872,1.4469
Netherlands,NLD,1873,1.3796
Netherlands,NLD,1874,1.2582
Netherlands,NLD,1875,1.422
Netherlands,NLD,1876,1.6115
Netherlands,NLD,1877,1.6189
Netherlands,NLD,1878,1.6966
Netherlands,NLD,1879,1.8091
Netherlands,NLD,1880,1.9778
Netherlands,NLD,1881,1.969
Netherlands,NLD,1882,1.9717
Netherlands,NLD,1883,2.1602
Netherlands,NLD,1884,2.1375
Netherlands,NLD,1885,2.2078
Netherlands,NLD,1886,2.2287
Netherlands,NLD,1887,2.2421
Netherlands,NLD,1888,2.4599
Netherlands,NLD,1889,2.3757
Netherlands,NLD,1890,2.2757
Netherlands,NLD,1891,2.6033
Netherlands,NLD,1892,2.445
Netherlands,NLD,1893,2.4445
Netherlands,NLD,1894,2.4474
Netherlands,NLD,1895,2.4186
Netherlands,NLD,1896,2.5671
Netherlands,NLD,1897,2.6587
Netherlands,NLD,1898,2.592
Netherlands,NLD,1899,2.6273
Netherlands,NLD,1900,2.8579
Netherlands,NLD,1901,2.7577
Netherlands,NLD,1902,2.718
Netherlands,NLD,1903,2.867
Netherlands,NLD,1904,2.9875
Netherlands,NLD,1905,3.0241
Netherlands,NLD,1906,3.2447
Netherlands,NLD,1907,3.2917
Netherlands,NLD,1908,3.3061
Netherlands,NLD,1909,3.4315
Netherlands,NLD,1910,3.5388
Netherlands,NLD,1911,3.6973
Netherlands,NLD,1912,4.1139
Netherlands,NLD,1913,4.4825
Netherlands,NLD,1914,4.1415
Netherlands,NLD,1915,3.8783
Netherlands,NLD,1916,3.49
Netherlands,NLD,1917,1.3292
Netherlands,NLD,1918,2.1991
Netherlands,NLD,1919,3.2795
Netherlands,NLD,1920,3.2608
Netherlands,NLD,1921,3.3687
Netherlands,NLD,1922,3.8985
Netherlands,NLD,1923,3.8336
Netherlands,NLD,1924,4.252
Netherlands,NLD,1925,4.6033
Netherlands,NLD,1926,4.6384
Netherlands,NLD,1927,5.0582
Netherlands,NLD,1928,4.9927
Netherlands,NLD,1929,5.3476
Netherlands,NLD,1930,5.2152
Netherlands,NLD,1931,5.6766
Netherlands,NLD,1932,5.1656
Netherlands,NLD,1933,4.7536
Netherlands,NLD,1934,4.7046
Netherlands,NLD,1935,4.485
Netherlands,NLD,1936,4.7444
Netherlands,NLD,1937,5.1711
Netherlands,NLD,1938,5.0295
Netherlands,NLD,1939,4.67
Netherlands,NLD,1940,3.7895
Netherlands,NLD,1941,4.1549
Netherlands,NLD,1942,3.8224
Netherlands,NLD,1943,3.8093
Netherlands,NLD,1944,2.5121
Netherlands,NLD,1945,1.5569
Netherlands,NLD,1946,3.2622
Netherlands,NLD,1947,4.6177
Netherlands,NLD,1948,4.8298
Netherlands,NLD,1949,5.094
Netherlands,NLD,1950,5.1072
Netherlands,NLD,1951,5.4062
Netherlands,NLD,1952,5.3132
Netherlands,NLD,1953,5.2974
Netherlands,NLD,1954,5.5246
Netherlands,NLD,1955,5.6946
Netherlands,NLD,1956,5.997
Netherlands,NLD,1957,5.857
Netherlands,NLD,1958,5.9844
Netherlands,NLD,1959,5.9424
Netherlands,NLD,1960,6.4144
Netherlands,NLD,1961,6.5325
Netherlands,NLD,1962,7.0777
Netherlands,NLD,1963,7.641
Netherlands,NLD,1964,8.0051
Netherlands,NLD,1965,8.1973
Netherlands,NLD,1966,8.3486
Netherlands,NLD,1967,8.4959
Netherlands,NLD,1968,8.9279
Netherlands,NLD,1969,9.0083
Netherlands,NLD,1970,10.9063
Netherlands,NLD,1971,10.6987
Netherlands,NLD,1972,11.849
Netherlands,NLD,1973,12.3042
Netherlands,NLD,1974,11.7962
Netherlands,NLD,1975,11.1468
Netherlands,NLD,1976,12.262
Netherlands,NLD,1977,11.7762
Netherlands,NLD,1978,12.1419
Netherlands,NLD,1979,13.2925
Netherlands,NLD,1980,12.4842
Netherlands,NLD,1981,11.5377
Netherlands,NLD,1982,9.3379
Netherlands,NLD,1983,9.5617
Netherlands,NLD,1984,9.9791
Netherlands,NLD,1985,10.1268
Netherlands,NLD,1986,9.8669
Netherlands,NLD,1987,10.317
Netherlands,NLD,1988,9.8553
Netherlands,NLD,1989,10.8728
Netherlands,NLD,1990,10.812
Netherlands,NLD,1991,11.2999
Netherlands,NLD,1992,11.2104
Netherlands,NLD,1993,11.1479
Netherlands,NLD,1994,11.1124
Netherlands,NLD,1995,11.1393
Netherlands,NLD,1996,11.6591
Netherlands,NLD,1997,11.1459
Netherlands,NLD,1998,11.1436
Netherlands,NLD,1999,10.7314
Netherlands,NLD,2000,10.7424
Netherlands,NLD,2001,11.0007
Netherlands,NLD,2002,10.898
Netherlands,NLD,2003,11.0493
Netherlands,NLD,2004,11.1067
Netherlands,NLD,2005,10.8096
Netherlands,NLD,2006,10.4682
Netherlands,NLD,2007,10.4128
Netherlands,NLD,2008,10.5541
Netherlands,NLD,2009,10.197
Netherlands,NLD,2010,10.8816
Netherlands,NLD,2011,10.0531
Netherlands,NLD,2012,9.8084
Netherlands,NLD,2013,9.7773
Netherlands,NLD,2014,9.3333
Netherlands,NLD,2015,9.6939
Netherlands,NLD,2016,9.7122
Netherlands,NLD,2017,9.5533
Netherlands,NLD,2018,9.3215
Netherlands,NLD,2019,8.984
Netherlands,NLD,2020,8.0596
New Caledonia,NCL,1950,3.3914
New Caledonia,NCL,1951,4.3905
New Caledonia,NCL,1952,7.3384
New Caledonia,NCL,1953,6.1322
New Caledonia,NCL,1954,7.8507
New Caledonia,NCL,1955,10.3306
New Caledonia,NCL,1956,16.7723
New Caledonia,NCL,1957,14.9385
New Caledonia,NCL,1958,10.0777
New Caledonia,NCL,1959,7.7955
New Caledonia,NCL,1960,11.0306
New Caledonia,NCL,1961,11.0037
New Caledonia,NCL,1962,6.7808
New Caledonia,NCL,1963,7.2085
New Caledonia,NCL,1964,12.4102
New Caledonia,NCL,1965,13.4998
New Caledonia,NCL,1966,16.1127
New Caledonia,NCL,1967,15.3315
New Caledonia,NCL,1968,18.6527
New Caledonia,NCL,1969,15.3225
New Caledonia,NCL,1970,22.7167
New Caledonia,NCL,1971,22.0194
New Caledonia,NCL,1972,14.8174
New Caledonia,NCL,1973,21.5698
New Caledonia,NCL,1974,22.1309
New Caledonia,NCL,1975,19.4054
New Caledonia,NCL,1976,17.8016
New Caledonia,NCL,1977,15.5603
New Caledonia,NCL,1978,10.9886
New Caledonia,NCL,1979,11.4861
New Caledonia,NCL,1980,13.7701
New Caledonia,NCL,1981,9.4323
New Caledonia,NCL,1982,8.4381
New Caledonia,NCL,1983,7.5924
New Caledonia,NCL,1984,7.8188
New Caledonia,NCL,1985,9.3019
New Caledonia,NCL,1986,8.8464
New Caledonia,NCL,1987,9.0412
New Caledonia,NCL,1988,9.1732
New Caledonia,NCL,1989,9.8303
New Caledonia,NCL,1990,9.2544
New Caledonia,NCL,1991,10.0875
New Caledonia,NCL,1992,8.8134
New Caledonia,NCL,1993,9.9642
New Caledonia,NCL,1994,10.4646
New Caledonia,NCL,1995,10.6734
New Caledonia,NCL,1996,11.0167
New Caledonia,NCL,1997,8.9449
New Caledonia,NCL,1998,8.6993
New Caledonia,NCL,1999,9.6601
New Caledonia,NCL,2000,10.2201
New Caledonia,NCL,2001,8.4725
New Caledonia,NCL,2002,10.6094
New Caledonia,NCL,2003,11.889
New Caledonia,NCL,2004,10.7991
New Caledonia,NCL,2005,11.8833
New Caledonia,NCL,2006,11.2812
New Caledonia,NCL,2007,12.028
New Caledonia,NCL,2008,11.5447
New Caledonia,NCL,2009,11.7268
New Caledonia,NCL,2010,14.0284
New Caledonia,NCL,2011,13.7696
New Caledonia,NCL,2012,13.9566
New Caledonia,NCL,2013,14.5653
New Caledonia,NCL,2014,18.202
New Caledonia,NCL,2015,17.4733
New Caledonia,NCL,2016,19.3852
New Caledonia,NCL,2017,19.2855
New Caledonia,NCL,2018,20.6629
New Caledonia,NCL,2019,30.7907
New Caledonia,NCL,2020,30.4482
New Zealand,NZL,1878,0.7664
New Zealand,NZL,1879,1.0366
New Zealand,NZL,1880,1.287
New Zealand,NZL,1881,1.3925
New Zealand,NZL,1882,1.5182
New Zealand,NZL,1883,1.6584
New Zealand,NZL,1884,1.8485
New Zealand,NZL,1885,1.9222
New Zealand,NZL,1886,1.9609
New Zealand,NZL,1887,2.0085
New Zealand,NZL,1888,2.1569
New Zealand,NZL,1889,2.0277
New Zealand,NZL,1890,2.149
New Zealand,NZL,1891,2.2067
New Zealand,NZL,1892,2.1783
New Zealand,NZL,1893,2.194
New Zealand,NZL,1894,2.2441
New Zealand,NZL,1895,2.2213
New Zealand,NZL,1896,2.3756
New Zealand,NZL,1897,2.4701
New Zealand,NZL,1898,2.6122
New Zealand,NZL,1899,2.7535
New Zealand,NZL,1900,3.0202
New Zealand,NZL,1901,3.314
New Zealand,NZL,1902,3.5882
New Zealand,NZL,1903,3.6443
New Zealand,NZL,1904,3.8472
New Zealand,NZL,1905,3.8653
New Zealand,NZL,1906,4.1101
New Zealand,NZL,1907,4.2373
New Zealand,NZL,1908,4.1961
New Zealand,NZL,1909,4.2088
New Zealand,NZL,1910,4.7318
New Zealand,NZL,1911,4.3587
New Zealand,NZL,1912,4.5121
New Zealand,NZL,1913,3.8439
New Zealand,NZL,1914,4.5574
New Zealand,NZL,1915,4.3476
New Zealand,NZL,1916,4.3658
New Zealand,NZL,1917,3.9327
New Zealand,NZL,1918,3.8044
New Zealand,NZL,1919,3.3978
New Zealand,NZL,1920,2.8761
New Zealand,NZL,1921,2.7783
New Zealand,NZL,1922,2.7766
New Zealand,NZL,1923,2.9361
New Zealand,NZL,1924,2.9979
New Zealand,NZL,1925,3.016
New Zealand,NZL,1926,3.0934
New Zealand,NZL,1927,3.1956
New Zealand,NZL,1928,3.2899
New Zealand,NZL,1929,3.3591
New Zealand,NZL,1930,3.2904
New Zealand,NZL,1931,2.8302
New Zealand,NZL,1932,2.3372
New Zealand,NZL,1933,2.3206
New Zealand,NZL,1934,2.5827
New Zealand,NZL,1935,2.6671
New Zealand,NZL,1936,2.6591
New Zealand,NZL,1937,2.7643
New Zealand,NZL,1938,2.6543
New Zealand,NZL,1939,2.7605
New Zealand,NZL,1940,2.9099
New Zealand,NZL,1941,3.0184
New Zealand,NZL,1942,3.0326
New Zealand,NZL,1943,3.1473
New Zealand,NZL,1944,3.1563
New Zealand,NZL,1945,3.1935
New Zealand,NZL,1946,3.0955
New Zealand,NZL,1947,3.0038
New Zealand,NZL,1948,2.9857
New Zealand,NZL,1949,2.9929
New Zealand,NZL,1950,4.4911
New Zealand,NZL,1951,4.1942
New Zealand,NZL,1952,4.6769
New Zealand,NZL,1953,4.191
New Zealand,NZL,1954,4.3415
New Zealand,NZL,1955,4.3966
New Zealand,NZL,1956,4.431
New Zealand,NZL,1957,4.6213
New Zealand,NZL,1958,4.4725
